id,category,category_label,topic,difficulty,question,options,answer,solution,source_repo,source_file

What percentage of total students passed?",70% | 75% | 67% | 140%,70%,Total students = 120. Passed = 84. % Passed = (84 ÷ 120) × 100 = 70%.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/02 Intermediate/README.md
data-interpretation-intermediate-caselet-based-questions-0100,data-interpretation,Data Interpretation and Analysis,Caselet-Based Questions,intermediate,"Data Context: Passed = 24 students, Total score = 24 × 80 = 1920

What is the total score of passed students in Class C?",1920 | 1925 | 1917 | 3840,1920,Passed = 24 students. Total score = 24 × 80 = 1920.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/02 Intermediate/README.md
data-interpretation-advanced-multiple-table-based-questions-0001,data-interpretation,Data Interpretation and Analysis,Multiple Table-Based Questions,advanced,"Data Context: Sales = 600 ($1000) = 600,000, Units = 600,000 ÷ 15 = 40,000, Revenue = 40,000 × 15 = $600,000

What is the total revenue from Product X in Region A in 2023?","$600,000 | $605,000 | $597,000 | $1200,000","$600,000","Sales = 600 ($1000) = 600,000. Units = 600,000 ÷ 15 = 40,000. Revenue = 40,000 × 15 = $600,000.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-multiple-table-based-questions-0002,data-interpretation,Data Interpretation and Analysis,Multiple Table-Based Questions,advanced,"Data Context: X: 450,000 ÷ 12 = 37,500 units × 12 = $450,000, Y: 270,000 ÷ 9 = 30,000 units × 9 = $270,000, Z: 180,000 ÷ 6 = 30,000 units × 6 = $180,000

Which product had the highest revenue in Region B in 2022?",Product X | None of the above | Both Product X... and alternative | Insufficient data,Product X,"X: 450,000 ÷ 12 = 37,500 units × 12 = $450,000. Y: 270,000 ÷ 9 = 30,000 units × 9 = $270,000. Z: 180,000 ÷ 6 = 30,000 units × 6 = $180,000. Highest is X.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-multiple-table-based-questions-0003,data-interpretation,Data Interpretation and Analysis,Multiple Table-Based Questions,advanced,What is the compound annual growth rate (CAGR) of Product Y’s sales in Region A from 2021 to 2023?,8.01% | 10.51% | 6.51% | 9.61%,8.01%,"Initial (2021) = 300 ($1000), Final (2023) = 350 ($1000). CAGR = [(350 ÷ 300)^(1/2) - 1] × 100 ≈ [(1.1667)^0.5 - 1] × 100 ≈ 8.01%.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-multiple-table-based-questions-0004,data-interpretation,Data Interpretation and Analysis,Multiple Table-Based Questions,advanced,"What is the weighted average unit price of all products in 2022, weighted by units sold in Region A?",$9.26 | $11.76 | $7.76 | $11.11,$9.26,"Units X: 550,000 ÷ 12 ≈ 45,833. Y: 320,000 ÷ 9 ≈ 35,556. Z: 220,000 ÷ 6 ≈ 36,667. Total units = 45,833 + 35,556 + 36,667 ≈ 118,056. Weighted price = [(45,833 × 12) + (35,556 × 9) + (36,667 × 6)] ÷ 118,056 ≈ $9.26.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-multiple-table-based-questions-0005,data-interpretation,Data Interpretation and Analysis,Multiple Table-Based Questions,advanced,"Data Context: A: 200,000 ÷ 5 = 40,000 units × 5 = $200,000, B: 150,000 ÷ 5 = 30,000 units × 5 = $150,000, Total = 200,000 + 150,000 = $350,000

What is the total revenue across both regions for Product Z in 2021?","$350,000 | $355,000 | $347,000 | $700,000","$350,000","A: 200,000 ÷ 5 = 40,000 units × 5 = $200,000. B: 150,000 ÷ 5 = 30,000 units × 5 = $150,000. Total = 200,000 + 150,000 = $350,000.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-multiple-table-based-questions-0006,data-interpretation,Data Interpretation and Analysis,Multiple Table-Based Questions,advanced,What is the percentage contribution of Product X to total revenue in Region B in 2023?,50% | 55% | 47% | 100%,50%,"X: 500,000 ÷ 15 ≈ 33,333 units × 15 = $500,000. Y: 300,000 ÷ 10 = 30,000 units × 10 = $300,000. Z: 200,000 ÷ 7 ≈ 28,571 units × 7 ≈ $200,000. Total = 500,000 + 300,000 + 200,000 = $1,000,000. % X = (500,000 ÷ 1,000,000) × 100 = 50%.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-multiple-table-based-questions-0007,data-interpretation,Data Interpretation and Analysis,Multiple Table-Based Questions,advanced,What is the ratio of units sold of Product Y in Region A to Region B in 2022?,119 : 100 | 124 : 100 | 116 : 100 | 238 : 100,119 : 100,"A: 320,000 ÷ 9 ≈ 35,556 units. B: 270,000 ÷ 9 = 30,000 units. Ratio = 35,556 : 30,000 ≈ 1.19 : 1 ≈ 119 : 100.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-multiple-table-based-questions-0008,data-interpretation,Data Interpretation and Analysis,Multiple Table-Based Questions,advanced,"Data Context: % Growth = (50 ÷ 200) × 100 = 25%, % Growth = (50 ÷ 150) × 100 ≈ 33, 33%

Which region showed the highest revenue growth for Product Z from 2021 to 2023?",Region B | None of the above | Both Region B... and alternative | Insufficient data,Region B,"A: 2021: 200,000, 2023: 250,000. % Growth = (50 ÷ 200) × 100 = 25%. B: 2021: 150,000, 2023: 200,000. % Growth = (50 ÷ 150) × 100 ≈ 33.33%. B is higher.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-multiple-table-based-questions-0009,data-interpretation,Data Interpretation and Analysis,Multiple Table-Based Questions,advanced,"Data Context: Total = 550,000 + 320,000 + 220,000 = $1,090,000

What is the total revenue of all products in Region A in 2022?","$1,090,000 | $3,090,000 | $2,090,000 | $31,090,000","$1,090,000","X: 550,000. Y: 320,000. Z: 220,000. Total = 550,000 + 320,000 + 220,000 = $1,090,000.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-multiple-table-based-questions-0010,data-interpretation,Data Interpretation and Analysis,Multiple Table-Based Questions,advanced,What is the percentage increase in unit price of Product X from 2021 to 2023?,"50% **Table 3: Production Costs ($ per unit) and Units Produced (2021–2023)** | Product | Cost (2021) | Cost (2022) | Cost (2023) | Units (2021) | Units (2022) | Units (2023) | |---------|-------------|-------------|-------------|--------------|--------------|--------------| | P | 4 | 5 | 6 | 20,000 | 22,000 | 25,000 | | Q | 6 | 7 | 8 | 15,000 | 18,000 | 20,000 | | 55% **Table 3: Production Costs ($ per unit) and Units Produced (2021–2023)** | Product | Cost (2021) | Cost (2022) | Cost (2023) | Units (2021) | Units (2022) | Units (2023) | |---------|-------------|-------------|-------------|--------------|--------------|--------------| | P | 4 | 5 | 6 | 20,000 | 22,000 | 25,000 | | Q | 6 | 7 | 8 | 15,000 | 18,000 | 20,000 | | 47% **Table 3: Production Costs ($ per unit) and Units Produced (2021–2023)** | Product | Cost (2021) | Cost (2022) | Cost (2023) | Units (2021) | Units (2022) | Units (2023) | |---------|-------------|-------------|-------------|--------------|--------------|--------------| | P | 4 | 5 | 6 | 20,000 | 22,000 | 25,000 | | Q | 6 | 7 | 8 | 15,000 | 18,000 | 20,000 | | 100% **Table 3: Production Costs ($ per unit) and Units Produced (2021–2023)** | Product | Cost (2021) | Cost (2022) | Cost (2023) | Units (2021) | Units (2022) | Units (2023) | |---------|-------------|-------------|-------------|--------------|--------------|--------------| | P | 4 | 5 | 6 | 20,000 | 22,000 | 25,000 | | Q | 6 | 7 | 8 | 15,000 | 18,000 | 20,000 |","50% **Table 3: Production Costs ($ per unit) and Units Produced (2021–2023)** | Product | Cost (2021) | Cost (2022) | Cost (2023) | Units (2021) | Units (2022) | Units (2023) | |---------|-------------|-------------|-------------|--------------|--------------|--------------| | P | 4 | 5 | 6 | 20,000 | 22,000 | 25,000 | | Q | 6 | 7 | 8 | 15,000 | 18,000 | 20,000 |",Increase = 15 - 10 = 5. % Increase = (5 ÷ 10) × 100 = 50%.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-multiple-table-based-questions-0011,data-interpretation,Data Interpretation and Analysis,Multiple Table-Based Questions,advanced,"Data Context: Cost = 22,000 × 5 = $110,000

What is the total production cost of Product P in 2022?","$110,000 | $115,000 | $107,000 | $220,000","$110,000","Cost = 22,000 × 5 = $110,000.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-multiple-table-based-questions-0012,data-interpretation,Data Interpretation and Analysis,Multiple Table-Based Questions,advanced,What is the percentage increase in production cost per unit for Product Q from 2021 to 2023?,33.33% | 35.83% | 31.83% | 40%,33.33%,Increase = 8 - 6 = 2. % Increase = (2 ÷ 6) × 100 ≈ 33.33%.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-multiple-table-based-questions-0013,data-interpretation,Data Interpretation and Analysis,Multiple Table-Based Questions,advanced,"Data Context: P: 25,000 × 6 = $150,000, Q: 20,000 × 8 = $160,000, Total = 150,000 + 160,000 = $310,000

What is the total cost of producing both products in 2023?","$310,000 | $315,000 | $307,000 | $620,000","$310,000","P: 25,000 × 6 = $150,000. Q: 20,000 × 8 = $160,000. Total = 150,000 + 160,000 = $310,000.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-multiple-table-based-questions-0014,data-interpretation,Data Interpretation and Analysis,Multiple Table-Based Questions,advanced,"Data Context: Initial = 20,000, Final = 25,000, CAGR = [(25,000 ÷ 20,000)^(1/2) - 1] × 100 ≈ 11, 80%

What is the CAGR of units produced for Product P from 2021 to 2023?",11.80% | 14.3% | 10.3% | 14.16%,11.80%,"Initial = 20,000, Final = 25,000. CAGR = [(25,000 ÷ 20,000)^(1/2) - 1] × 100 ≈ 11.80%.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-multiple-table-based-questions-0015,data-interpretation,Data Interpretation and Analysis,Multiple Table-Based Questions,advanced,"Data Context: P: 20,000 × 4 = $80,000, Q: 15,000 × 6 = $90,000, Ratio = 80,000 : 90,000 = 8 : 9

What is the ratio of total production costs of P to Q in 2021?",8 : 9 | 13 : 9 | 5 : 9 | 16 : 9,8 : 9,"P: 20,000 × 4 = $80,000. Q: 15,000 × 6 = $90,000. Ratio = 80,000 : 90,000 = 8 : 9.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-multiple-table-based-questions-0016,data-interpretation,Data Interpretation and Analysis,Multiple Table-Based Questions,advanced,"Data Context: P: (5 - 4) ÷ 4 × 100 = 25%, 67%

Which product had higher cost growth per unit from 2021 to 2022?",Product P | None of the above | Both Product P... and alternative | Insufficient data,Product P,P: (5 - 4) ÷ 4 × 100 = 25%. Q: (7 - 6) ÷ 6 × 100 ≈ 16.67%. P is higher.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-multiple-table-based-questions-0017,data-interpretation,Data Interpretation and Analysis,Multiple Table-Based Questions,advanced,"Data Context: P: 22,000 + Q: 18,000 = 40,000 units

What is the total units produced in 2022?","40,000 units | 45,000 units | 37,000 units | 80,000 units","40,000 units","P: 22,000 + Q: 18,000 = 40,000 units.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-multiple-table-based-questions-0018,data-interpretation,Data Interpretation and Analysis,Multiple Table-Based Questions,advanced,"Data Context: Total: $310,000, % = (160,000 ÷ 310,000) × 100 ≈ 51, 61%

What is the percentage contribution of Product Q’s cost to total cost in 2023?",51.61% | 54.11% | 50.11% | 61.93%,51.61%,"Q: $160,000. Total: $310,000. % = (160,000 ÷ 310,000) × 100 ≈ 51.61%.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-multiple-table-based-questions-0019,data-interpretation,Data Interpretation and Analysis,Multiple Table-Based Questions,advanced,"Data Context: 2021: 20,000 × 4 = $80,000, 2023: 25,000 × 6 = $150,000, Difference = 150,000 - 80,000 = $70,000

What is the difference in production cost for Product P between 2021 and 2023?","$70,000 | $75,000 | $67,000 | $140,000","$70,000","2021: 20,000 × 4 = $80,000. 2023: 25,000 × 6 = $150,000. Difference = 150,000 - 80,000 = $70,000.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-multiple-table-based-questions-0020,data-interpretation,Data Interpretation and Analysis,Multiple Table-Based Questions,advanced,"Data Context: Total units = 40,000, Cost = (22,000 × 5) + (18,000 × 7) = 110,000 + 126,000 = $236,000, Average = 236,000 ÷ 40,000 = $5

What is the weighted average cost per unit in 2022, weighted by units produced?",$5.90 | $8.4 | $4.4 | $7.08,$5.90,"Total units = 40,000. Cost = (22,000 × 5) + (18,000 × 7) = 110,000 + 126,000 = $236,000. Average = 236,000 ÷ 40,000 = $5.90.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-stacked-bar-graph-based-questions-0021,data-interpretation,Data Interpretation and Analysis,Stacked Bar Graph-Based Questions,advanced,"Data Context: Total = 300 + 350 + 400 = 1050 ($1000) = $1,050,000

What is the total revenue from Electronics in City A over the three years?","$1,050,000 | $3,050,000 | $2,050,000 | $31,050,000","$1,050,000","Total = 300 + 350 + 400 = 1050 ($1000) = $1,050,000.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-stacked-bar-graph-based-questions-0022,data-interpretation,Data Interpretation and Analysis,Stacked Bar Graph-Based Questions,advanced,Which city had the highest Apparel revenue in 2023?,City A | None of the above | Both City A... and alternative | Insufficient data,City A,"A: 250, B: 180, C: 150. Highest is A.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-stacked-bar-graph-based-questions-0023,data-interpretation,Data Interpretation and Analysis,Stacked Bar Graph-Based Questions,advanced,What is the percentage growth of Food revenue in City B from 2021 to 2023?,40% | 45% | 37% | 80%,40%,Increase = 70 - 50 = 20. % Growth = (20 ÷ 50) × 100 = 40%.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-stacked-bar-graph-based-questions-0024,data-interpretation,Data Interpretation and Analysis,Stacked Bar Graph-Based Questions,advanced,"Data Context: Total = 270 + 120 + 60 = 450 ($1000) = $450,000

What is the total revenue in City C in 2022?","$450,000 | $455,000 | $447,000 | $900,000","$450,000","Total = 270 + 120 + 60 = 450 ($1000) = $450,000.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-stacked-bar-graph-based-questions-0025,data-interpretation,Data Interpretation and Analysis,Stacked Bar Graph-Based Questions,advanced,"Data Context: Electronics (300) : Apparel (200) = 300 : 200 = 3 : 2

What is the ratio of Electronics to Apparel revenue in City A in 2021?",3 : 2 | 5 : 2 | 1 : 2 | 6 : 2,3 : 2,Electronics (300) : Apparel (200) = 300 : 200 = 3 : 2.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-stacked-bar-graph-based-questions-0026,data-interpretation,Data Interpretation and Analysis,Stacked Bar Graph-Based Questions,advanced,"Data Context: Electronics: (300 - 250) ÷ 250 × 100 = 20%, Apparel: (150 - 100) ÷ 100 × 100 = 50%, Food: (80 - 50) ÷ 50 × 100 = 60%

Which category showed the highest growth in City C from 2021 to 2023?",Food | None of the above | Both Food... and alternative | Insufficient data,Food,Electronics: (300 - 250) ÷ 250 × 100 = 20%. Apparel: (150 - 100) ÷ 100 × 100 = 50%. Food: (80 - 50) ÷ 50 × 100 = 60%. Highest is Food.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-stacked-bar-graph-based-questions-0027,data-interpretation,Data Interpretation and Analysis,Stacked Bar Graph-Based Questions,advanced,What is the percentage contribution of Electronics to total revenue in City B in 2023?,50% | 55% | 47% | 100%,50%,Total = 250 + 180 + 70 = 500. % Electronics = (250 ÷ 500) × 100 = 50%.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-stacked-bar-graph-based-questions-0028,data-interpretation,Data Interpretation and Analysis,Stacked Bar Graph-Based Questions,advanced,"Data Context: Apparel (220) + Food (120) = 340 ($1000) = $340,000

What is the combined revenue of Apparel and Food in City A in 2022?","$340,000 | $345,000 | $337,000 | $680,000","$340,000","Apparel (220) + Food (120) = 340 ($1000) = $340,000.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-stacked-bar-graph-based-questions-0029,data-interpretation,Data Interpretation and Analysis,Stacked Bar Graph-Based Questions,advanced,"Data Context: 2021: A (600) + B (400) + C (400) = 1400, 2022: A (690) + B (440) + C (450) = 1580, 2023: A (800) + B (500) + C (530) = 1830 ($1000)

Which year had the highest total revenue across all cities?",2023 | 2028 | 2020 | 4046,2023,2021: A (600) + B (400) + C (400) = 1400. 2022: A (690) + B (440) + C (450) = 1580. 2023: A (800) + B (500) + C (530) = 1830 ($1000). Highest is 2023.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-stacked-bar-graph-based-questions-0030,data-interpretation,Data Interpretation and Analysis,Stacked Bar Graph-Based Questions,advanced,"Data Context: Initial = 600, Final = 800, CAGR = [(800 ÷ 600)^(1/2) - 1] × 100 ≈ 15, 47%

What is the CAGR of total revenue in City A from 2021 to 2023?","15.47% **Stacked Bar Graph 2: Student Enrollments by Program (2021–2023)** - 2021: UG (500), PG (300), Diploma (200) - 2022: UG (550), PG (320), Diploma (220) - 2023: UG (600), PG (350), Diploma (250) | 17.97% **Stacked Bar Graph 2: Student Enrollments by Program (2021–2023)** - 2021: UG (500), PG (300), Diploma (200) - 2022: UG (550), PG (320), Diploma (220) - 2023: UG (600), PG (350), Diploma (250) | 13.97% **Stacked Bar Graph 2: Student Enrollments by Program (2021–2023)** - 2021: UG (500), PG (300), Diploma (200) - 2022: UG (550), PG (320), Diploma (220) - 2023: UG (600), PG (350), Diploma (250) | 18.56% **Stacked Bar Graph 2: Student Enrollments by Program (2021–2023)** - 2021: UG (500), PG (300), Diploma (200) - 2022: UG (550), PG (320), Diploma (220) - 2023: UG (600), PG (350), Diploma (250)","15.47% **Stacked Bar Graph 2: Student Enrollments by Program (2021–2023)** - 2021: UG (500), PG (300), Diploma (200) - 2022: UG (550), PG (320), Diploma (220) - 2023: UG (600), PG (350), Diploma (250)","Initial = 600, Final = 800. CAGR = [(800 ÷ 600)^(1/2) - 1] × 100 ≈ 15.47%.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-stacked-bar-graph-based-questions-0031,data-interpretation,Data Interpretation and Analysis,Stacked Bar Graph-Based Questions,advanced,"Data Context: Total = 300 + 320 + 350 = 970 students

What is the total enrollment in PG over the three years?",970 students | 975 students | 967 students | 1940 students,970 students,Total = 300 + 320 + 350 = 970 students.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-stacked-bar-graph-based-questions-0032,data-interpretation,Data Interpretation and Analysis,Stacked Bar Graph-Based Questions,advanced,Which program had the highest enrollment in 2023?,UG | None of the above | Both UG... and alternative | Insufficient data,UG,"UG (600), PG (350), Diploma (250). Highest is UG.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-stacked-bar-graph-based-questions-0033,data-interpretation,Data Interpretation and Analysis,Stacked Bar Graph-Based Questions,advanced,"Data Context: Increase = 250 - 200 = 50, % Growth = (50 ÷ 200) × 100 = 25%

What is the percentage growth of Diploma enrollment from 2021 to 2023?",25% | 30% | 22% | 50%,25%,Increase = 250 - 200 = 50. % Growth = (50 ÷ 200) × 100 = 25%.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-stacked-bar-graph-based-questions-0034,data-interpretation,Data Interpretation and Analysis,Stacked Bar Graph-Based Questions,advanced,"Data Context: Total = 550 + 320 + 220 = 1090 students

What is the total enrollment in 2022?",1090 students | 1095 students | 1087 students | 2180 students,1090 students,Total = 550 + 320 + 220 = 1090 students.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-stacked-bar-graph-based-questions-0035,data-interpretation,Data Interpretation and Analysis,Stacked Bar Graph-Based Questions,advanced,"Data Context: UG (500) : PG (300) = 500 : 300 = 5 : 3

What is the ratio of UG to PG enrollment in 2021?",5 : 3 | 7 : 3 | 2 : 3 | 10 : 3,5 : 3,UG (500) : PG (300) = 500 : 300 = 5 : 3.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-stacked-bar-graph-based-questions-0036,data-interpretation,Data Interpretation and Analysis,Stacked Bar Graph-Based Questions,advanced,"Data Context: UG: (550 - 500) ÷ 500 × 100 = 10%, 67%, Diploma: (220 - 200) ÷ 200 × 100 = 10%

Which program showed the highest percentage growth from 2021 to 2022?",UG or Diploma | None of the above | Both UG or Diploma... and alternative | Insufficient data,UG or Diploma,UG: (550 - 500) ÷ 500 × 100 = 10%. PG: (320 - 300) ÷ 300 × 100 ≈ 6.67%. Diploma: (220 - 200) ÷ 200 × 100 = 10%. UG and Diploma tie.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-stacked-bar-graph-based-questions-0037,data-interpretation,Data Interpretation and Analysis,Stacked Bar Graph-Based Questions,advanced,"Data Context: Total = 600 + 350 + 250 = 1200, % PG = (350 ÷ 1200) × 100 ≈ 29, 17%

What is the percentage contribution of PG to total enrollment in 2023?",29.17% | 31.67% | 27.67% | 35%,29.17%,Total = 600 + 350 + 250 = 1200. % PG = (350 ÷ 1200) × 100 ≈ 29.17%.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-stacked-bar-graph-based-questions-0038,data-interpretation,Data Interpretation and Analysis,Stacked Bar Graph-Based Questions,advanced,"Data Context: UG (550) + Diploma (220) = 770 students

What is the combined enrollment of UG and Diploma in 2022?",770 students | 775 students | 767 students | 1540 students,770 students,UG (550) + Diploma (220) = 770 students.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-stacked-bar-graph-based-questions-0039,data-interpretation,Data Interpretation and Analysis,Stacked Bar Graph-Based Questions,advanced,Which year had the highest total enrollment?,2023 | 2028 | 2020 | 4046,2023,2021: 1000. 2022: 1090. 2023: 1200. Highest is 2023.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-stacked-bar-graph-based-questions-0040,data-interpretation,Data Interpretation and Analysis,Stacked Bar Graph-Based Questions,advanced,"Data Context: Initial = 500, Final = 600, CAGR = [(600 ÷ 500)^(1/2) - 1] × 100 ≈ 9, 54%

What is the CAGR of UG enrollment from 2021 to 2023?",9.54% | 12.04% | 8.04% | 11.45%,9.54%,"Initial = 500, Final = 600. CAGR = [(600 ÷ 500)^(1/2) - 1] × 100 ≈ 9.54%.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-combination-chart-based-questions-0041,data-interpretation,Data Interpretation and Analysis,Combination Chart-Based Questions,advanced,"Data Context: Profit = Sales × Margin = 20,000 × (10 ÷ 100) = 2000 units

What is the profit in 2023?",2000 units | 2005 units | 1997 units | 4000 units,2000 units,"Profit = Sales × Margin = 20,000 × (10 ÷ 100) = 2000 units.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-combination-chart-based-questions-0042,data-interpretation,Data Interpretation and Analysis,Combination Chart-Based Questions,advanced,"Data Context: 2023 (10%) is highest

Which year had the highest profit margin?",2023 | 2028 | 2020 | 4046,2023,2023 (10%) is highest.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-combination-chart-based-questions-0043,data-interpretation,Data Interpretation and Analysis,Combination Chart-Based Questions,advanced,"Data Context: Initial = 10,000, Final = 20,000, CAGR = [(20,000 ÷ 10,000)^(1/4) - 1] × 100 ≈ 18, 92%

What is the CAGR of sales from 2019 to 2023?",18.92% | 21.42% | 17.42% | 22.7%,18.92%,"Initial = 10,000, Final = 20,000. CAGR = [(20,000 ÷ 10,000)^(1/4) - 1] × 100 ≈ 18.92%.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-combination-chart-based-questions-0044,data-interpretation,Data Interpretation and Analysis,Combination Chart-Based Questions,advanced,"Data Context: 05 = 500, 06 = 720, 07 = 1050

What is the total profit over the five years?",5710 units | 5715 units | 5707 units | 11420 units,5710 units,"2019: 10,000 × 0.05 = 500. 2020: 12,000 × 0.06 = 720. 2021: 15,000 × 0.07 = 1050. 2022: 18,000 × 0.08 = 1440. 2023: 2000. Total = 500 + 720 + 1050 + 1440 + 2000 = 5710 units.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-combination-chart-based-questions-0045,data-interpretation,Data Interpretation and Analysis,Combination Chart-Based Questions,advanced,"Data Context: Ratio = 1050 : 1440 = 7 : 9

What is the ratio of profit in 2021 to 2022?",35 : 48 | 40 : 48 | 32 : 48 | 70 : 48,35 : 48,2021: 1050. 2022: 1440. Ratio = 1050 : 1440 = 7 : 9.6 ≈ 35 : 48.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-combination-chart-based-questions-0046,data-interpretation,Data Interpretation and Analysis,Combination Chart-Based Questions,advanced,"Data Context: 2020: (12,000 - 10,000) ÷ 10,000 × 100 = 20%, 2021: (15,000 - 12,000) ÷ 12,000 × 100 = 25%, 2022: (18,000 - 15,000) ÷ 15,000 × 100 = 20%

